id,yearMonth,sex,age
05dc0e31-d6a8-40f4-8fd6-490a67110db3,2001-09,Masculino,40-44 years
dfe906d5-9c96-47d7-941a-48c22eb00e07,2001-09,Feminino,45-49 years
44b20727-e452-4d35-9c4b-f6f2dc092d4a,2001-09,Masculino,45-49 years
1cc01eee-649d-4821-8e37-a55f716ef9f1,2001-09,Feminino,5-9 years
0a960356-22cc-46c4-8deb-282acdf62655,2001-09,Masculino,5-9 years
d3b0c7f9-5d54-4525-b3b5-9d574155a492,2001-09,Feminino,50-54 years
1419cd8a-3ac9-4c84-b71c-340911bc8090,2001-09,Masculino,50-54 years
6702e75d-a920-4288-923e-c6c46fe3d357,2001-09,Feminino,55-59 years
3ee9eca5-1f74-48bf-9e51-07aa343fba02,2001-09,Masculino,55-59 years
15cf69fc-bcf8-4bf7-a45d-44afe2352faf,2001-09,Feminino,60-64 years
c88310a5-e614-4571-9380-e061a1995821,2001-09,Masculino,60-64 years
c8836bc8-8ce5-453b-9415-b25a4e0a3bf8,2001-09,Feminino,65-69 years
a71c2aa3-ca92-4a11-bff8-b5c196642ce1,2001-09,Masculino,65-69 years
3233dfd4-d900-4344-ba23-9859cd49e769,2001-09,Feminino,70-74 years
cee0f689-1fdc-4c90-acbf-87e0843f578a,2001-09,Masculino,70-74 years
ca728cf5-a164-410e-b5ef-cc0f341049f6,2001-09,Feminino,75-79 years
9a26105d-755c-4fc4-bea5-4b9542435585,2001-09,Masculino,75-79 years
aacf279b-104d-4c14-b195-3b56cc18b741,2001-09,Feminino,80-84 years
84259429-2eb8-44b2-afe1-607c2e541bdf,2001-09,Masculino,80-84 years
0f68a9fc-9290-43c4-921e-8788922d8b81,2001-09,Feminino,85-89 years
25907c23-9e6b-499a-ac78-767f8a9bd071,2001-09,Masculino,85-89 years
29353c65-1085-464a-b105-3b603278689a,2001-09,Masculino,90+ years
a4452119-67c3-45bd-a3f0-5c2c329ed413,2001-09,Feminino,0-4 years
abf0b6d6-a501-4be1-8b33-72105d067086,2001-09,Masculino,0-4 years
2fa4124e-eedd-4c04-80e5-0183f869080a,2001-09,Feminino,10-14 years
ec6e14a7-43ab-42fc-9be4-312e129317db,2001-09,Masculino,10-14 years
da42d6e5-d4b5-4171-8b34-be74f2366f94,2001-09,Feminino,15-19 years
ecda75a0-e1b7-4b99-b5d8-fcd446861dfc,2001-09,Masculino,15-19 years
bc9dccd0-09a8-40ef-a831-3f0ef29f77f1,2001-09,Feminino,20-24 years
d25b936b-0941-492f-8c42-33933938591f,2001-09,Masculino,20-24 years
e4d4ea7c-a208-47b5-a64b-d459cb04a741,2001-09,Feminino,25-29 years
afced485-8e51-4ee1-8e0b-c8f31fb08227,2001-09,Masculino,25-29 years
f4ec805f-0355-4b81-819c-2f2f05fe5b86,2001-09,Feminino,30-34 years
30919c76-5b87-48b1-a371-6dd1f97d6b07,2001-09,Masculino,30-34 years
369476ba-858f-447a-9f17-766c1f47f54d,2001-09,Feminino,35-39 years
496bec08-18ea-4aad-97f9-c05771f30164,2001-09,Masculino,35-39 years
85d6e912-a7cf-4670-88a7-892a75c1b8ad,2001-09,Feminino,40-44 years
d2870f3a-b03e-4867-95d9-2a1296bea71b,2001-09,Masculino,40-44 years
016a8c9a-ece0-49b8-b83b-b29e850e192c,2001-09,Feminino,45-49 years
16da3443-70a8-47b7-a4eb-cecc3152e099,2001-09,Masculino,45-49 years
3561b44e-95c2-411a-a2dd-d60db4b0926f,2001-09,Feminino,5-9 years
2737a24a-ee59-4086-b759-14f7eedfa9f7,2001-09,Masculino,5-9 years
524b7f5e-b699-44e7-8d48-b9cc8ebc9e07,2001-09,Feminino,50-54 years
8fc6b1db-ebcf-42a9-bdef-ce7d2fdd30a3,2001-09,Masculino,50-54 years
0f36f70f-67c1-40ce-9b51-80ad54aa17fc,2001-09,Feminino,55-59 years
78445d3a-915b-4b1e-aeb0-49c4aa07de32,2001-09,Masculino,55-59 years
a390deb6-ea9c-48b5-b3dc-6c865a4df52d,2001-09,Feminino,60-64 years
4a930ef0-356c-4582-afc7-2df04a5f5548,2001-09,Masculino,60-64 years
5bc87d31-e564-4102-be6b-d48bae33962a,2001-09,Feminino,65-69 years
1fa3811a-8f18-4106-8965-9c519bef180f,2001-09,Masculino,65-69 years
37ae03c8-b47b-448c-8c98-64262d2a3495,2001-09,Feminino,70-74 years
c719f1dd-e0d8-4c1c-b122-cd828500840d,2001-09,Masculino,70-74 years
6e42668e-d71a-4d8c-a84c-62a62146d5ba,2001-09,Feminino,75-79 years
0cf1e1e6-f59a-4fe4-b55c-1cdf0fe83c60,2001-09,Masculino,75-79 years
5f81bf36-6497-4ea4-a861-4b02ddab0c1a,2001-09,Feminino,80-84 years
697cd554-53cf-468f-b601-d612f7cded63,2001-09,Masculino,80-84 years
71f058c4-a201-48eb-bb53-5ebf8ff9eae8,2001-09,Feminino,85-89 years
67b8fa81-bb8d-476c-b952-6ace7f5e5b9e,2001-09,Masculino,85-89 years
ef4cedc3-3b32-479a-9dd2-e0b865ce2306,2001-09,Feminino,90+ years
56cf26f7-d5f5-4466-85c7-482290cf6ced,2001-09,Feminino,0-4 years
a754905e-5f9e-4d88-9456-133481d3313a,2001-09,Masculino,0-4 years
2eef34e0-6224-46a5-b317-7bd6ee736acb,2001-09,Feminino,10-14 years
05817f9f-73e0-442e-8c3c-f03c99ddf4cc,2001-09,Masculino,10-14 years
a7b075bf-cf91-4326-b472-08fdb95eaeef,2001-09,Feminino,15-19 years
5e3032f4-17d5-4cc7-850c-2accb49daf0f,2001-09,Masculino,15-19 years
f9dde630-6b1a-4ccb-8a6e-192bc6c2de94,2001-09,Feminino,20-24 years
401956e9-c846-40df-a63a-201db07f822f,2001-09,Masculino,20-24 years
ddbdcb26-2e2c-4894-962c-3276dbe97e8b,2001-09,Feminino,25-29 years
2324470a-df29-4b3e-b5fc-d080e8f581d6,2001-09,Masculino,25-29 years
2235dc0e-d2e7-4405-8e6a-696188e915ee,2001-09,Feminino,30-34 years
c5fc1a3f-a7e8-4a28-8e5d-91d30f734d0a,2001-09,Masculino,30-34 years
d87e5035-ad95-48e7-9f7d-da777dcb312b,2001-09,Feminino,35-39 years
36dbf65e-1159-4b5e-b47c-edd32f6b0dc4,2001-09,Masculino,35-39 years
d1cf05ea-3b9b-49fc-89c5-4ca22a890c2b,2001-09,Feminino,40-44 years
470a9abd-18be-4301-ba0a-59bc48248ad2,2001-09,Masculino,40-44 years
d7dbcec3-bebc-4bea-aa03-650f654b00e2,2001-09,Feminino,45-49 years
48846ec9-a4e7-4fa5-b843-bee1ba03bc28,2001-09,Masculino,45-49 years
5780aead-0222-4caf-9524-6cbe9dfc075b,2001-09,Feminino,5-9 years
2181791e-a248-4c01-9c16-cb4990cf6e3b,2001-09,Masculino,5-9 years
d4b6a3d0-20ca-4b1a-a899-ce50edfa33b3,2001-09,Feminino,50-54 years
f8e1277b-7380-4379-9b87-de934618f3bd,2001-09,Masculino,50-54 years
3f46c86f-97dc-4eed-ab6b-3c58e47079e0,2001-09,Feminino,55-59 years
f20eb1bb-93b2-43f2-8469-61447f0f1dc8,2001-09,Masculino,55-59 years
ae63f0c7-1d49-4741-8ce7-fae4bb440849,2001-09,Feminino,60-64 years
2b8cf0c7-279a-4d72-9d2e-19438836ee4c,2001-09,Masculino,60-64 years
65c7ffbf-03da-429a-831d-7de9281d8e66,2001-09,Feminino,65-69 years
97c2d20e-f37e-4380-bf96-b6ec26843449,2001-09,Masculino,65-69 years
ddb6f876-6da6-48a8-85df-ef2e6aed70fe,2001-09,Feminino,70-74 years
c00dcad7-dd9f-48f4-9c11-7c2d7de7f965,2001-09,Masculino,70-74 years
505c84fe-8cb3-4628-b23a-6736d920a5d5,2001-09,Feminino,75-79 years
8cb171c3-d576-475c-acea-951ca42f2903,2001-09,Masculino,75-79 years
f9c46cd6-b3b0-4458-8ff1-dfb390805c04,2001-09,Masculino,80-84 years
6d1d04b3-bad6-4f39-928d-d1ef4c917914,2001-09,Feminino,85-89 years
7b1d8581-5bb6-4900-a4c6-60a38219f80e,2001-09,Feminino,90+ years
e1c31ccb-46f9-47c0-9ccb-bc7d5deb5f90,2001-09,Masculino,90+ years
c0efdb25-bd9b-4570-ab05-409826555257,2001-09,Não informado,0-4 years
be7a382b-4074-450b-8895-d3acb4b2c0d5,2001-09,Não informado,10-14 years
b2086f24-8d11-41c5-b63e-a83f91fa1617,2001-09,Não informado,15-19 years
088671c8-c882-4dcb-9711-85167b4dd12a,2001-09,Não informado,20-24 years
8c42c02e-c4e8-48c2-ae2a-8d084dafbc64,2001-09,Não informado,25-29 years
bcb32f5c-6510-4f8a-92f4-4f5b922f00b1,2001-09,Não informado,30-34 years
8491c255-a2c5-49e9-8db1-7403f49c9815,2001-09,Não informado,35-39 years
b0657b7e-1de4-4814-9e3e-084408e5d976,2001-09,Não informado,40-44 years
e8332309-1023-4444-92a9-9875dd2de4ee,2001-09,Não informado,45-49 years
84d8e6d1-15db-450f-9eff-c6062688c7fe,2001-09,Não informado,5-9 years
d8374eac-8933-45ef-a2f2-cf6e33726676,2001-09,Não informado,50-54 years
551a21b0-8d8a-4953-a617-39004cec4acb,2001-09,Não informado,55-59 years
9b221c3c-83fd-49cc-94ef-666de0aacab6,2001-09,Não informado,60-64 years
1a4d170f-8b4a-4836-94aa-a86c9ae5864b,2001-09,Não informado,65-69 years
b28c9d70-45a6-47c8-8f21-300dfd138007,2001-09,Não informado,70-74 years
35c14b1e-6e09-4b20-b3e9-6ad417203139,2001-09,Não informado,75-79 years
b6cb937e-01c1-4c81-a25d-7fced4c34058,2001-09,Não informado,80-84 years
82cb243c-3b2f-4792-ab4d-5a51e54a8a77,2001-09,Não informado,85-89 years
69adf244-955a-4ffa-ad27-77b5ba264549,2001-09,Não informado,0-4 years
46544f0a-fffb-42cb-b833-47c947ac274a,2001-09,Não informado,10-14 years
3fd19bbf-3ba3-4011-a5ef-128c15067cd6,2001-09,Não informado,15-19 years
8f12ea9a-6403-4aad-b893-49df58380b35,2001-09,Não informado,20-24 years
6ad48abb-fa4e-4e40-973c-0a07d7307f16,2001-09,Não informado,25-29 years
76f21782-f6ac-4a90-a139-339258219909,2001-09,Não informado,30-34 years
f9431c44-0720-4d73-a7f9-8594495c5c1e,2001-09,Não informado,35-39 years
afd8236f-4cbe-46fd-994f-3af6e61d77b9,2001-09,Não informado,40-44 years
3305f1c0-4cff-4d36-a151-49398f2a3fdc,2001-09,Não informado,45-49 years
8b78c6ac-f5bd-4f31-b424-1718ab1d5034,2001-09,Não informado,5-9 years
7086aa33-6fa6-42d7-8a1a-e310d7ec7d5e,2001-09,Não informado,50-54 years
b95f3eda-59ac-4d8f-b862-f1ac98a7ac60,2001-09,Não informado,55-59 years
0c7345dd-e396-4267-bf27-6980c28c31a0,2001-09,Não informado,60-64 years
0cd3dc5f-50f1-4309-9199-e3e10d5c5b82,2001-09,Não informado,65-69 years
009e90a8-eb47-41d7-8f67-994652d8477b,2001-09,Não informado,70-74 years
78a8dfc4-0e3a-44a1-8d82-dc17786a8829,2001-09,Não informado,75-79 years
76e2e21b-3e75-466b-bef3-d694211583e9,2001-09,Não informado,80-84 years
1d0c5a3b-9b62-439c-aeb4-a101b365d341,2001-09,Não informado,85-89 years
dbd73fa9-c19f-4212-931e-d894a9dfafcf,2001-09,Não informado,0-4 years
8b16fda8-b537-433e-a2fe-7b6dd92351c4,2001-09,Não informado,10-14 years
d81d168d-2d81-4d67-af1c-002ee19f58fb,2001-09,Não informado,15-19 years
4e745c6d-8ea8-447f-83cb-a2d7a32db6f6,2001-09,Não informado,20-24 years
67096d09-3971-45dc-ad5a-28826611c0be,2001-09,Não informado,25-29 years
e3a48645-a327-4422-99eb-ec4ad292434c,2001-09,Não informado,30-34 years
a7571603-fcdb-4785-8f99-ae93eed77b91,2001-09,Não informado,35-39 years
de64c585-0ddd-409e-8b85-6cc1772e3f0b,2001-09,Não informado,40-44 years
5053af39-232d-4877-bbd1-04af0bcc96e9,2001-09,Não informado,45-49 years
c4c77708-d955-4dbf-a0b8-75ab4e09ff65,2001-09,Não informado,5-9 years
1c389726-3ed5-4f01-a5b4-3cd9f11eae4f,2001-09,Não informado,50-54 years
d2e047ac-2786-42ff-a90b-e1fd4b20a5f5,2001-09,Não informado,55-59 years
d54ac7ed-b488-4ecc-a319-2b06de13abd4,2001-09,Não informado,60-64 years
a07afbfa-0f53-4222-a848-3df5ab714ff9,2001-09,Não informado,65-69 years
4fd460a4-fa52-450c-86c4-e06df37b74cf,2001-09,Não informado,70-74 years
7c8756ea-80e7-4fd0-8fee-f190774764b5,2001-09,Não informado,75-79 years
832b18fe-0780-479a-8f43-d8f8c0aece7f,2001-09,Não informado,80-84 years
9b81173c-e5a3-4d39-a652-a0fb59cae971,2001-09,Não informado,85-89 years
43fdcf43-509a-404c-9bbb-7d4fe34398cc,2001-09,Não informado,90+ years
f6e94d60-6c5c-4929-82fb-4204907b5082,2001-09,Não informado,90+ years
ff63a82a-3a42-47ea-8ab7-209c7dacaaa4,2001-09,Não informado,90+ years
f8529f34-5b81-4eb7-a032-f01601dabab8,2001-09,Feminino,TOTAL
7a6ba394-476a-400c-9cf5-80098b5269eb,2001-09,Masculino,TOTAL
0a6a6faf-1b43-4176-94f2-8ca8fde43d7b,2001-09,Feminino,TOTAL
59c14d85-f4fd-4f83-a590-d40adbfa6bcd,2001-09,Masculino,TOTAL
f2bb7b20-bc3c-4807-b0b3-01a848efaeb5,2001-09,Feminino,TOTAL
a12f079b-1167-42d3-b4b0-ed7f67495d1e,2001-09,Masculino,TOTAL
dc518b4f-135c-443f-82f5-2b51e6cba6e6,2001-09,Não informado,TOTAL
1e080a88-91ca-4ae2-95b5-3a3450c23888,2001-09,Não informado,TOTAL
60c76ba6-00eb-424c-864f-fa4d1019832d,2001-09,Não informado,TOTAL
d3c3b065-7703-44da-9d5a-8170ffc617cb,2001-10,Feminino,0-4 years
7ec94d0d-48ea-4e80-86d4-d38221e751ff,2001-10,Masculino,0-4 years
9e639427-9569-48b0-b4a1-50b9dd76e4ee,2001-10,Feminino,10-14 years
55dc5adb-8ed1-4d96-b2b5-1641afc97031,2001-10,Masculino,10-14 years
fc9c86ff-826b-46cd-bd92-516263cce2b0,2001-10,Feminino,15-19 years
074f4b75-7905-460c-ab4d-dc216966c76e,2001-10,Masculino,15-19 years
09b24841-7b36-4448-8795-c74efb1c6d77,2001-10,Feminino,20-24 years
86587803-7c22-4687-8671-0c538e3fd8d3,2001-10,Masculino,20-24 years
910fae77-609d-4854-aa52-179a4c5d167b,2001-10,Feminino,25-29 years
ee8b30d1-34e6-4393-ad0f-d9ecc4e9fbed,2001-10,Masculino,25-29 years
15046c87-5334-41e3-b486-3b216d8ee07c,2001-10,Feminino,30-34 years
a97cb69a-d514-45b1-b0ae-25924bb1825f,2001-10,Masculino,30-34 years
cc5cdcf4-c088-4e64-a1a4-5f02eeaed264,2001-10,Feminino,35-39 years
e8dd8d89-df7e-4f45-baba-73d4d2dfedf9,2001-10,Masculino,35-39 years
f33a9391-eed8-4dba-ab56-e04c8890d731,2001-10,Feminino,40-44 years
1f47a5a7-9279-4dc0-ad29-472a8af0af72,2001-10,Masculino,40-44 years
ce517ea7-665a-4717-bdbd-561dcafb2768,2001-10,Feminino,45-49 years
749460bb-4430-4974-92d5-b0674096e605,2001-10,Masculino,45-49 years
31f33b4e-cfcd-4833-ba88-d06c3dfd2f9b,2001-10,Feminino,5-9 years
5001a45f-fc92-4541-8dd3-834c9da5e5e9,2001-10,Masculino,5-9 years
c8942c40-ca01-49ff-94fc-fd152f807cc4,2001-10,Feminino,50-54 years
e2798997-5ffc-40b0-8ecf-8291f6eaeaa9,2001-10,Masculino,50-54 years
93d4307f-6bf6-4082-91a4-7e5b3bbb1e15,2001-10,Feminino,55-59 years
f89f91cb-42be-45a3-ba71-8bf198d2aa93,2001-10,Masculino,55-59 years
f7d56e34-5e1c-4391-8c4a-b1de72098728,2001-10,Feminino,60-64 years
a852619a-a0fe-4774-8b42-1549ed4bc2eb,2001-10,Masculino,60-64 years
9841e8d7-0c55-4a02-a5e7-f590d4c81603,2001-10,Feminino,65-69 years
56edeb46-1a12-4d04-955e-09e1b9fbd813,2001-10,Masculino,65-69 years
67eac31a-baeb-432e-96f3-84b44cdd407c,2001-10,Feminino,70-74 years
3294a15c-8cf1-4d61-85b8-0feb9235a5dd,2001-10,Masculino,70-74 years
1d859fb3-c1b3-4bf9-9580-7f221fa3d244,2001-10,Feminino,75-79 years
cf917d36-48c5-4ad7-a7e4-1e12b46b81aa,2001-10,Masculino,75-79 years
8c6b85c3-f002-4cc4-9601-a9a8912009da,2001-10,Feminino,80-84 years
b18b1b7d-bf1b-48f1-bfe1-9722eac3d387,2001-10,Masculino,80-84 years
250ebfa9-a17b-46ce-ac15-23a7155d23e1,2001-10,Feminino,85-89 years
7bfbbae3-42f9-4c1d-9e33-5d8b427ff2cb,2001-10,Masculino,85-89 years
83dafc03-487a-4438-a936-174c4ef45a01,2001-10,Feminino,90+ years
32c7535f-d95f-4f6f-94e3-ca8efab50ba0,2001-10,Masculino,90+ years
601661cc-97a7-476d-a121-0f7534644893,2001-10,Feminino,0-4 years
ca587ca3-7661-42a3-a2d4-066d5dc163be,2001-10,Masculino,0-4 years
85957011-d944-479d-bdc4-87125173b531,2001-10,Feminino,10-14 years
c15117cd-ce16-458c-a454-4ccc63a9d7a3,2001-10,Masculino,10-14 years
df7a89f9-ef8d-4d64-aecc-3da268459051,2001-10,Feminino,15-19 years
ee19a120-5df0-41cf-9df7-aa2c19a5def3,2001-10,Masculino,15-19 years
ce481046-c52e-42f2-8927-101b5bb27d9a,2001-10,Feminino,20-24 years
daa4034a-32a9-4570-ad51-b174ff4c9194,2001-10,Masculino,20-24 years
b28a055c-21c1-4ee2-a5dc-1dad9e5e156e,2001-10,Feminino,25-29 years
e855bdcd-718b-4460-a057-868359981af2,2001-10,Masculino,25-29 years
592ae395-8b24-40b5-bb73-bb7cbcd35160,2001-10,Feminino,30-34 years
036d8781-4669-4b38-9ef6-b4e89c99adc1,2001-10,Masculino,30-34 years
8a0b1592-4bb9-4850-b8d4-c35af91a376b,2001-10,Feminino,35-39 years
f7e008f8-b529-4547-97e2-daf832b6d611,2001-10,Masculino,35-39 years
bab0132a-89bc-4d55-9637-eef57d1cc302,2001-10,Feminino,40-44 years
b3ab4c7b-aab2-4c2a-88a5-e28c469ec593,2001-10,Masculino,40-44 years
13bd1c32-e173-4071-8eec-61a58fa5bbfa,2001-10,Feminino,45-49 years
8cb3cf96-7b3b-4a9a-a03f-ff1e4fb08ac9,2001-10,Masculino,45-49 years
fb156fe0-dda3-464c-8d8f-10d80ab69eac,2001-10,Feminino,5-9 years
89ef5246-832c-4cb7-8fa7-b856ec48576c,2001-10,Masculino,5-9 years
0115aea4-fda0-4263-8111-eb942a9ae4b1,2001-10,Feminino,50-54 years
d5a5df2d-c0d2-4de3-ad1e-b8e604401298,2001-10,Masculino,50-54 years
d31abc2b-24eb-4bd9-8a91-3bd768340ab2,2001-10,Feminino,55-59 years
c533f765-1162-4c57-ad0c-3fd288955ed0,2001-10,Masculino,55-59 years
f14de3f6-b719-4e1a-ae86-1758b24407e8,2001-10,Feminino,60-64 years
572a98a4-c960-49d3-92c9-240d434f3294,2001-10,Masculino,60-64 years
e59cdc9d-b196-4551-beae-7598f7731f4d,2001-10,Feminino,65-69 years
83908d6a-7116-4182-a493-c487e0b85930,2001-10,Masculino,65-69 years
f21d2508-0759-472a-8b10-83562f921c13,2001-10,Feminino,70-74 years
1f64a564-3aee-40ae-bbba-0383402b6303,2001-10,Masculino,70-74 years
918aed53-e6ec-4fb5-889b-7dae01bc7023,2001-10,Feminino,75-79 years
232d1fff-7582-4264-8dcc-99a08052200f,2001-10,Masculino,75-79 years
24c097ed-699e-466a-b353-0db38421f406,2001-10,Feminino,80-84 years
218125fc-c316-4fbe-9555-dc6c3d6ac70b,2001-10,Masculino,80-84 years
bbcc1640-e5ea-4edb-9ed7-365227475e3e,2001-10,Feminino,85-89 years
e059e577-fefc-4e47-99c7-61083f3750d5,2001-10,Feminino,90+ years
cc06fd08-849f-4c8f-8432-94d194f3f2c9,2001-10,Masculino,90+ years
021525f5-1935-4c14-93d4-42ec926c62e7,2001-10,Feminino,0-4 years
cdbb28a4-3a4c-4cf7-aa52-36712c4ad790,2001-10,Masculino,0-4 years
959de52f-e3ca-43c3-8871-6c76e8f5a104,2001-10,Feminino,10-14 years
b9480743-e329-44f2-9344-2184a467072f,2001-10,Masculino,10-14 years
66c2c514-8269-45a1-89b7-1c0f855180ef,2001-10,Feminino,15-19 years
c79d840c-a9a7-4476-b5a6-f72dfb137d47,2001-10,Masculino,15-19 years
253d4350-2121-4c3b-ab0a-d89e347f4eca,2001-10,Feminino,20-24 years
ab00b88d-ae87-4500-ba4c-d84fe5db6161,2001-10,Masculino,20-24 years
ad2d376d-b993-4f3c-b443-2c67bcd06a6f,2001-10,Feminino,25-29 years
7993abe1-46b3-4ab6-8ce3-f980e89407d4,2001-10,Masculino,25-29 years
78be99a3-921f-4967-9765-32a5fa33aad4,2001-10,Feminino,30-34 years
20fc0244-adda-4d90-80aa-6a0bb018e7cf,2001-10,Masculino,30-34 years
44f6cec1-cc21-4dc6-bc3a-f3d7bd3fcd76,2001-10,Feminino,35-39 years
81b74883-ab95-4099-b797-30f70d0d799c,2001-10,Masculino,35-39 years
053a04b6-155b-416d-ae31-a56f4993e598,2001-10,Feminino,40-44 years
5767fb6d-df29-4aad-9587-deda55a667d5,2001-10,Masculino,40-44 years
b1ec16df-6868-4b2c-8ff4-1bd8981a9c9d,2001-10,Feminino,45-49 years
865890aa-600a-4b62-ae2c-0c03e2fda70e,2001-10,Masculino,45-49 years
137c2363-7f6f-43a4-9736-e1de24979923,2001-10,Feminino,5-9 years
1b7455ee-0e86-494c-a689-0a968fffc518,2001-10,Masculino,5-9 years
081fbb54-87c1-4bd4-aa86-c8a8e3920fa2,2001-10,Feminino,50-54 years
de7d4993-136c-438b-a77e-3c17bc44801a,2001-10,Masculino,50-54 years
7fd43ede-041c-482f-a6a0-57bd3615a3d7,2001-10,Feminino,55-59 years
5213747e-25bd-45a1-87a8-42170361fd49,2001-10,Masculino,55-59 years
a220ae4e-0e10-425b-8052-9b0a54cfacc7,2001-10,Feminino,60-64 years
ff42b9ce-ce9a-43a5-860a-ce4b8b249b69,2001-10,Masculino,60-64 years
b6b73c78-c42d-4f8c-97de-19a21277c606,2001-10,Feminino,65-69 years
99c04900-00dc-4359-95a7-d94aa4193508,2001-10,Masculino,65-69 years
c53789ab-6977-468f-9e0e-d65518edac0f,2001-10,Feminino,70-74 years
5ca72f47-973b-457a-b325-2461f2f48a05,2001-10,Masculino,70-74 years
5bba901a-9732-471d-9dfa-69f519ca49b9,2001-10,Feminino,75-79 years
955548a5-a44d-49bf-9380-4be057c1b589,2001-10,Masculino,75-79 years
bb9eeacc-5b90-4134-b315-b7e1fc0a5f5c,2001-10,Feminino,80-84 years
a11b188d-a0d0-4e4e-8c04-5344206ba364,2001-10,Masculino,80-84 years
62dc7450-6f89-4b41-88ea-ab368f0a96f4,2001-10,Feminino,85-89 years
deface9c-f3f4-4a3c-a7a3-b778acf6b6cb,2001-10,Masculino,85-89 years
e4e0c648-627a-4eea-ba14-3b9c5c986551,2001-10,Feminino,90+ years
f2f98759-962b-4c40-b0e8-76b20b289bc6,2001-10,Masculino,90+ years
6e47d692-ef22-470f-ac44-268d115c4ec4,2001-10,Não informado,0-4 years
38ee0079-934e-4e07-b868-f6f2f8bb9fbf,2001-10,Não informado,10-14 years
cf70133a-8943-4ddb-b606-cb07f3ebf8df,2001-10,Não informado,15-19 years
d1d22bac-99f2-41da-aa29-287c445820d0,2001-10,Não informado,20-24 years
8ebca2c7-5549-4997-8652-4f897811ab64,2001-10,Não informado,25-29 years
d2f5b2c9-0f9c-43e1-9a2e-5bd3aa9e4ac4,2001-10,Não informado,30-34 years
5765ae2f-8d28-46dd-8d9d-9f24ed57060c,2001-10,Não informado,35-39 years
c37084e8-96e6-4a6a-8756-59b80f9fe688,2001-10,Não informado,40-44 years
52d013f3-2a47-4c6e-b678-15fd6bc01448,2001-10,Não informado,45-49 years
a678d914-6aaf-4bad-8723-b3a2fd84ad50,2001-10,Não informado,5-9 years
fcd5393b-1c17-4c90-8991-d46491e4ecef,2001-10,Não informado,50-54 years
f65db4a5-72b6-4b2b-b6a0-be1c9b930b72,2001-10,Não informado,55-59 years
66c3ff53-4973-4c09-a37f-fa8abf32df47,2001-10,Não informado,60-64 years
3bd48446-10a2-48ec-b06c-0e8946a6ab05,2001-10,Não informado,65-69 years
9299c422-65f5-403d-8349-2ab19a4c08dd,2001-10,Não informado,70-74 years
9593268b-a008-420b-81b0-d473c74aa705,2001-10,Não informado,75-79 years
e4ebe00e-16ee-4afd-91ca-d7064c0bf0b0,2001-10,Não informado,80-84 years
d858465a-ff89-458a-88f9-8ee1757a70a1,2001-10,Não informado,85-89 years
1e3dad32-b7e5-4136-9857-a17ac8a91f92,2001-10,Não informado,0-4 years
93d21c75-6e84-469c-b5d3-ca599974e0b1,2001-10,Não informado,10-14 years
79ff76d7-3b5b-4281-8046-25de78bf9e2f,2001-10,Não informado,15-19 years
60140a1c-4dde-487b-97dc-1c4b39bc9f62,2001-10,Não informado,20-24 years
351fcecb-e9ab-4d22-84f4-f78bb0ff89b4,2001-10,Não informado,25-29 years
4bb57bdd-968a-4a19-9fd0-ef7ecffffdd8,2001-10,Não informado,30-34 years
9716e020-8846-462b-a379-8778fbd22505,2001-10,Não informado,35-39 years
5b0d195a-155f-479b-8f96-304193285019,2001-10,Não informado,40-44 years
7e7c94d7-5bdc-4c11-842e-dbd6af99948a,2001-10,Não informado,45-49 years
2b80a9be-0346-4cef-b96d-81726373bab0,2001-10,Não informado,5-9 years
e301ef48-41f9-4614-8ee1-2e0c68c3e618,2001-10,Não informado,50-54 years
c468631c-0366-4111-aece-dcfb9a65a9c0,2001-10,Não informado,55-59 years
59240a7d-b589-4ac4-b70e-255ccf692cd3,2001-10,Não informado,60-64 years
1eeffb23-44ff-413c-9ada-23522904a36f,2001-10,Não informado,65-69 years
622fc218-a2ae-4787-9ca9-7c5d53a7f4c3,2001-10,Não informado,70-74 years
5014f793-6c80-4793-a983-e1efa56a19fc,2001-10,Não informado,75-79 years
f52cc2fb-d7c4-4e39-8214-15fa3cdadfda,2001-10,Não informado,80-84 years
e942d36e-0043-437b-975e-10bdec98e9d1,2001-10,Não informado,85-89 years
3aef7d16-91cf-4781-96ab-d871a2be8a35,2001-10,Não informado,0-4 years
51244ed6-8ee4-41de-9bfd-6d8393a572bd,2001-10,Não informado,10-14 years
663b1985-7f2e-4789-a36a-b8423bba85db,2001-10,Não informado,15-19 years
96843f3d-4031-4715-ab75-e2435392fd4f,2001-10,Não informado,20-24 years
5915c271-f37b-4f89-814d-d3ef75a671ad,2001-10,Não informado,25-29 years
338457de-7d0b-4985-817e-5ceaeb3f0ece,2001-10,Não informado,30-34 years
3b0e4971-7e44-4463-9613-7984de61f99d,2001-10,Não informado,35-39 years
6787552d-a9db-461f-9ee9-07bc9c4fbf29,2001-10,Não informado,40-44 years
4c02a935-4302-4f07-9fe7-bc7712cbf1f1,2001-10,Não informado,45-49 years
c7af6b51-38ad-4953-9afe-150709177b6a,2001-10,Não informado,5-9 years
e6006223-ef3d-4491-af04-a18e988529b9,2001-10,Não informado,50-54 years
9910ca7c-22e8-4e6a-9574-91c1e06c5e65,2001-10,Não informado,55-59 years
c3325914-e609-46d5-93e6-bd4965da17f1,2001-10,Não informado,60-64 years
a4383c53-dfc4-4718-a21b-e7e83aba2fe3,2001-10,Não informado,65-69 years
